,Neighborhood,District,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
26,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Missy Ho's,22.281184433633715,114.12689823012597,Japanese Restaurant
27,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Bafang Dumpling (八方雲集),22.28251662433256,114.1278429937321,Dumpling Restaurant
28,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Piccolo Pizzeria,22.283318829940367,114.12648160390341,Pizza Place
29,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Good Taste Claypot Rices and Dishes (嚐囍煲仔小菜),22.283048,114.12914,Chinese Restaurant
30,Kennedy Town,Central and Western,22.2824348,114.12841680000001,PARKnSHOP Superstore 百佳超級廣場,22.283935548012167,114.13087030321853,Grocery Store
31,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Belcher Bay Park (卑路乍灣公園),22.284986,114.13037,Park
32,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Belgica - Bar & Seafood,22.282945015326497,114.12735440088234,Beer Garden
33,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Mangiare,22.282812,114.126024,Italian Restaurant
34,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Kamiya 神谷日本料理,22.283058146925054,114.13024616281383,Sushi Restaurant
35,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Tapaella Grill,22.282868241335777,114.1272580770565,Spanish Restaurant
36,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Joint,22.28295,114.12772,Coffee Shop
37,Kennedy Town,Central and Western,22.2824348,114.12841680000001,雞煲,22.281073305978868,114.12865377813856,Chinese Restaurant
38,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Blue Place Café,22.282855700791433,114.12888319929591,Café
39,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Sun Kee Cart Noodles (新記特式車仔麵),22.283215672501104,114.12796185518793,Noodle House
40,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Physical Fitness 舒適堡,22.282778736994928,114.12930743122212,Gym
41,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Pacific Coffee (太平洋咖啡),22.282350639282793,114.12691973666675,Coffee Shop
42,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Forbes 36,22.281099846593847,114.12818278685624,Australian Restaurant
43,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Mama Malouf,22.283156307405708,114.12701160745594,Middle Eastern Restaurant
44,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Holland 100% Dessert 荷蘭糖水 (荷蘭糖水),22.284566,114.130763,Dessert Shop
45,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Shin Shu Japanese (信州日本料理),22.28346965870307,114.12648525600021,Japanese Restaurant
46,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Shiba,22.28352808725147,114.12814020072966,Japanese Restaurant
47,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Praya Waterside Eatery,22.284073550498153,114.12833462524668,Gastropub
48,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Beeger,22.28391333869785,114.12758091260856,Burger Joint
49,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Ice Monkey,22.283138776787315,114.12684523861796,Ice Cream Shop
50,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Tequila on Davis,22.283459712238706,114.12649402627763,Mexican Restaurant
51,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Cali-Mex,22.283197315611933,114.12718479184824,Taco Place
52,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Starbucks (星巴克),22.28266787148963,114.12867222856887,Coffee Shop
53,Kennedy Town,Central and Western,22.2824348,114.12841680000001,AA Place,22.28381504964329,114.13031101226807,Hobby Shop
54,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Lex Coffee,22.282531671471528,114.12804663268862,Café
55,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Jaspa's,22.28320305038941,114.12719441092109,American Restaurant
56,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Dorsett Regency Hotel Hong Kong 香港帝盛酒店,22.282160775613583,114.12696515074663,Hotel
57,Kennedy Town,Central and Western,22.2824348,114.12841680000001,B Takeaway,22.283217127883415,114.12661879797265,Fish & Chips Shop
58,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Hotpot Instinct (火鍋本色),22.282353044505527,114.12690632484926,Hotpot Restaurant
59,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Tai Hing (太興),22.282001947321774,114.12828046909584,Hong Kong Restaurant
60,Kennedy Town,Central and Western,22.2824348,114.12841680000001,The Clay Oven (The Clay Oven 深井咖喱寶),22.283379080289617,114.12879961502217,Indian Restaurant
61,Kennedy Town,Central and Western,22.2824348,114.12841680000001,A One Pork Chop Ma-La Spicy Rice Noodles (阿一豬扒酸辣米綫),22.284941109577474,114.13194401731717,Noodle House
62,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Kennedy Town Swimming Pool (堅尼地城游泳池),22.28540506613643,114.1314928933014,Pool
63,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Cadogan Street Temporary Garden,22.282346044505704,114.12492027453469,Park
64,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Hoi Pong Chan Kee (海傍陳記),22.281828220493985,114.12704789085521,Chinese Restaurant
65,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Oonami 濤,22.282047001662466,114.12619373286245,Japanese Restaurant
66,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Miss Saigon,22.281571,114.127713,Vietnamese Restaurant
67,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Smithfield Market (士美非路街市),22.2817555,114.128687,Market
68,Kennedy Town,Central and Western,22.2824348,114.12841680000001,PARKnSHOP 百佳,22.281943284864585,114.12851741216203,Grocery Store
69,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Smithfield Cooked Food Centre (士美非路熟食中心),22.2817555,114.128687,Food Court
70,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Gutlee Sushi 吉利日本美食,22.281939,114.126949,Sushi Restaurant
71,Kennedy Town,Central and Western,22.2824348,114.12841680000001,Sai See Street / Victoria Road Bus Stop 西市街／域多利道巴士站,22.28244656170638,114.1254807868504,Bus Stop
72,Kennedy Town,Central and Western,22.2824348,114.12841680000001,China Merchant Wharf,22.28171789418222,114.12391311375657,Harbor / Marina
73,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Café Malacca (馬來一菜館),22.286051833400574,114.13518957964234,Malay Restaurant
74,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Yata Supermarket (一田超市),22.28689170855391,114.13568300213241,Supermarket
75,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Comilonas,22.28619985148783,114.13526216935391,Spanish Restaurant
76,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Artisan Room,22.285477362249402,114.13452076320682,Coffee Shop
77,Shek Tong Tsui,Central and Western,22.287735,114.1345987,STOCKROOM CONTEMPORARY FURNITURE OUTLET HONG KONG,22.28711675796994,114.1336790475019,Furniture / Home Store
78,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Tak Kee Chiu Chow Restaurant (德記潮州菜館),22.285522478112018,114.13270778406334,Cantonese Restaurant
79,Shek Tong Tsui,Central and Western,22.287735,114.1345987,永合成馳名煲仔飯,22.28728730900156,114.13774350242544,Hong Kong Restaurant
80,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Ethos,22.284224813753234,114.13681637391824,Café
81,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Chau Kee (周記),22.28697108962051,114.13899587774992,Chinese Restaurant
82,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Ursus Fitness,22.285196707945726,114.13771708036921,Boxing Gym
83,Shek Tong Tsui,Central and Western,22.287735,114.1345987,The Big Bite Flame Grill,22.285127,114.136516,Burger Joint
84,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Cobo House,22.285361962500527,114.13445485550793,Dessert Shop
85,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Courtyard by Marriott Hong Kong (香港萬怡酒店),22.28795779771996,114.13889185185248,Hotel
86,Shek Tong Tsui,Central and Western,22.287735,114.1345987,GA-GI-NANG,22.284752864990683,114.13612920683127,New American Restaurant
87,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Hotel Jen Club Lounge,22.286122072881405,114.13506603234848,Hotel Bar
88,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Central and Western District Promenade (Western Wholesale Food Market Section) (中西區海濱長廊(西區副食品批發市場段)),22.289472,114.136016,Waterfront
89,Shek Tong Tsui,Central and Western,22.287735,114.1345987,NOC Coffee,22.28770000691957,114.13936922844688,Coffee Shop
90,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Kam Cheung Spare Ribs Noodle (金祥排骨麵),22.28737792175975,114.13883428962599,Noodle House
91,Shek Tong Tsui,Central and Western,22.287735,114.1345987,666 Boat Noodle (666泰船麵),22.286946,114.13777,Noodle House
92,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Fire Well Hot Pot and Seafood Restaurant (火井火鍋海鮮飯店),22.286267945437785,114.13801456626781,Hotpot Restaurant
93,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Amy's Kitchen (天樂餐廳),22.287275426692304,114.13782228895629,Hong Kong Restaurant
94,Shek Tong Tsui,Central and Western,22.287735,114.1345987,A One Pork Chop Ma-La Spicy Rice Noodles (阿一豬扒酸辣米綫),22.284941109577474,114.13194401731717,Noodle House
95,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Kennedy Town Swimming Pool (堅尼地城游泳池),22.28540506613643,114.1314928933014,Pool
96,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Instagram Pier (Instagram碼頭),22.289346,114.131956,Pier
97,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Sai Wan Pier,22.289175,114.13173,Harbor / Marina
98,Shek Tong Tsui,Central and Western,22.287735,114.1345987,Western District Public Cargo Working Area (西環公眾貨物裝卸區),22.287893081001993,114.13082825286467,Pier
99,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Yuen Kee Dessert (源記甜品),22.287327,114.142244,Dessert Shop
100,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Winstons Coffee,22.28704063211662,114.14433419013768,Coffee Shop
101,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Ping Pong 129,22.28643016555022,114.1396660945405,Cocktail Bar
102,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Quarter Master,22.28612746770618,114.14359334830206,Burger Joint
103,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,CrossFit Typhoon,22.285640924891393,114.14270953031196,Gym
104,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Pizzeria Italia,22.2851772699187,114.14232340802124,Pizza Place
105,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Kwan Kee Claypot Rice (坤記煲仔小菜),22.286913628738816,114.14296587819688,Chinese Restaurant
106,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,BBQ,22.285757203074706,114.1397423794302,BBQ Joint
107,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Fish School,22.28571653572165,114.14042549288807,Seafood Restaurant
108,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Potato Head,22.285634,114.140335,Indonesian Restaurant
109,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Metropolitain,22.285084,114.142062,French Restaurant
110,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,La Paloma,22.287267105709432,114.14481738390357,Tapas Restaurant
111,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Market Place by Jasons,22.286242256007355,114.14279330497423,Supermarket
112,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Chau Kee (周記),22.28697108962051,114.13899587774992,Chinese Restaurant
113,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Soo Viet,22.288084,114.14148,Vietnamese Restaurant
114,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Music Room - Potato Head Hong Kong,22.285534991087328,114.14036393165588,Speakeasy
115,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Detour Cafe and Natural Wine Bar,22.28652801889989,114.14283987226437,Coffee Shop
116,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Tulsi & Wine,22.284628401189007,114.14083788774128,Indian Restaurant
117,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Okra Hong Kong,22.286287633848538,114.14618534788744,Japanese Restaurant
118,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Kwan Kee Claypot Rice (坤記煲仔小菜),22.28792671156614,114.14147198409837,Cantonese Restaurant
119,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Electric Ave,22.286728825131284,114.1429744861679,Burger Joint
120,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,NOC Coffee,22.28770000691957,114.13936922844688,Coffee Shop
121,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,BlackSalt,22.28591868798353,114.14039326110569,Multicuisine Indian Restaurant
122,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Sup1,22.28525126940488,114.14094395833425,French Restaurant
123,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Tacochaca,22.286265,114.140318,Taco Place
124,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,King George V Memorial Park (佐治五世紀念公園),22.285657,114.1444,Park
125,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Le Pinacle (尚品薈),22.288640017393604,114.14202500568841,Chinese Restaurant
126,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Sun Yat Sen Memorial Park (中山紀念公園),22.289163208107006,114.14511107438287,Park
127,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Ying Kee Hotpot Seafood Restaurant (英記火鍋海鮮酒家),22.288284,114.14504,Hotpot Restaurant
128,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Eco Tree Hotel,22.287717978319357,114.1440753589853,Hotel
129,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,El Loco Gringo,22.284564997460443,114.1413811796337,Mexican Restaurant
130,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Trattoria Caffe Monteverdi,22.285163408072705,114.14295596950963,Italian Restaurant
131,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Courtyard by Marriott Hong Kong (香港萬怡酒店),22.28795779771996,114.13889185185248,Hotel
132,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Sai Ying Pun Market (西營盤街市),22.28645702731518,114.14225219127694,Market
133,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,The Winery,22.288520929035577,114.14046953805233,Wine Bar
134,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Kam Cheung Spare Ribs Noodle (金祥排骨麵),22.28737792175975,114.13883428962599,Noodle House
135,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Kaum,22.285754262986856,114.14007995684992,Indonesian Restaurant
136,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Ursus Fitness,22.285196707945726,114.13771708036921,Boxing Gym
137,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,永合成馳名煲仔飯,22.28728730900156,114.13774350242544,Hong Kong Restaurant
138,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Mori You Japanese Restaurant (森沃日本料理),22.286497700374266,114.14363636513094,Japanese Restaurant
139,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Wellcome (惠康),22.287575,114.146055,Supermarket
140,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Sun Yat Sen Memorial Park Sports Centre (中山紀念公園體育館),22.289120132997162,114.14367700678973,Athletics & Sports
141,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Fire Well Hot Pot and Seafood Restaurant (火井火鍋海鮮飯店),22.286267945437785,114.13801456626781,Hotpot Restaurant
142,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Sun Yat Sen Memorial Park Swimming Pool (中山紀念公園游泳池),22.289119352282263,114.14500656758827,Pool
143,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,PizzaExpress,22.287405,114.14493,Pizza Place
144,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Little Birdy,22.285781370899397,114.14686994586754,Restaurant
145,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Opendoor Café + Courtyard,22.28842389154642,114.14427878811021,Café
146,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,666 Boat Noodle (666泰船麵),22.286946,114.13777,Noodle House
147,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,Amy's Kitchen (天樂餐廳),22.287275426692304,114.13782228895629,Hong Kong Restaurant
148,Sai Ying Pun,Central and Western,22.286120999999998,114.1420862,St. Stephen's Girls' College Bus Stop 聖士提反女子中學巴士站,22.283657647844006,114.14482077767083,Bus Stop
149,Sheung Wan,Central and Western,22.2868701,114.150267,Yardbird,22.287075918955257,114.14917656498513,Japanese Restaurant
150,Sheung Wan,Central and Western,22.2868701,114.150267,La Crêperie,22.285252176811102,114.15097836176442,Creperie
151,Sheung Wan,Central and Western,22.2868701,114.150267,Monsieur Chatté,22.286217921085733,114.1506210443472,Wine Shop
152,Sheung Wan,Central and Western,22.2868701,114.150267,Te Quiero Mucho,22.28475303311948,114.15063461438282,Mexican Restaurant
153,Sheung Wan,Central and Western,22.2868701,114.150267,Cupping Room,22.28511138656855,114.15048355436443,Café
154,Sheung Wan,Central and Western,22.2868701,114.150267,Mammy Pancake 媽咪雞蛋仔 (媽咪雞蛋仔),22.285684847935297,114.15184963265446,Snack Place
155,Sheung Wan,Central and Western,22.2868701,114.150267,Why 50,22.285155,114.151289,Café
156,Sheung Wan,Central and Western,22.2868701,114.150267,99 Bonham,22.285994897155078,114.15100503894531,Hotel
157,Sheung Wan,Central and Western,22.2868701,114.150267,Sang Kee Congee Shop (生記粥品專家),22.285321167968025,114.15155244800378,Chinese Restaurant
158,Sheung Wan,Central and Western,22.2868701,114.150267,Blue Supreme,22.285147834484405,114.14938508076087,Bar
159,Sheung Wan,Central and Western,22.2868701,114.150267,Chachawan,22.285581460834642,114.14806617344306,Thai Restaurant
160,Sheung Wan,Central and Western,22.2868701,114.150267,Dragon State Kitchen Restaurant (龍邦燒味小廚茶餐廳),22.285772723610034,114.15175546989529,Hong Kong Restaurant
161,Sheung Wan,Central and Western,22.2868701,114.150267,The Yoga Room,22.285356397818255,114.15071786218947,Yoga Studio
162,Sheung Wan,Central and Western,22.2868701,114.150267,Supafood,22.284752,114.150982,Salad Place
163,Sheung Wan,Central and Western,22.2868701,114.150267,Pica Pica,22.287029,114.15063,Tapas Restaurant
164,Sheung Wan,Central and Western,22.2868701,114.150267,Coco Espresso,22.285117083604856,114.15246596526333,Coffee Shop
165,Sheung Wan,Central and Western,22.2868701,114.150267,Namaste Kitchen,22.286573807656854,114.14817815828889,Indian Restaurant
166,Sheung Wan,Central and Western,22.2868701,114.150267,Shung Hing Chiu Chow Seafood Restaurant (尚興潮州飯店),22.28655850361473,114.1482248950041,Cantonese Restaurant
167,Sheung Wan,Central and Western,22.2868701,114.150267,Chautari Restaurant,22.287197203848503,114.14734560139055,Indian Restaurant
168,Sheung Wan,Central and Western,22.2868701,114.150267,Frantzén's Kitchen by Björn Frantzén,22.284807509673538,114.14821950688149,Scandinavian Restaurant
169,Sheung Wan,Central and Western,22.2868701,114.150267,Craftissimo,22.284588503499407,114.14829326048762,Beer Store
170,Sheung Wan,Central and Western,22.2868701,114.150267,La Cantoche,22.285578976788482,114.14864392103495,French Restaurant
171,Sheung Wan,Central and Western,22.2868701,114.150267,Ronin,22.284525,114.15243,Japanese Restaurant
172,Sheung Wan,Central and Western,22.2868701,114.150267,Halfway Coffee (半路咖啡),22.28457,114.149967,Café
173,Sheung Wan,Central and Western,22.2868701,114.150267,VEA Restaurant and Bar,22.28489,114.152953,French Restaurant
174,Sheung Wan,Central and Western,22.2868701,114.150267,Teakha (茶·家),22.28450581394152,114.1484074531104,Tea Room
175,Sheung Wan,Central and Western,22.2868701,114.150267,Green Veggie (Green Veggie 天然齋),22.286338,114.151863,Vegetarian / Vegan Restaurant
176,Sheung Wan,Central and Western,22.2868701,114.150267,Genki Sushi (Genki Sushi 元気寿司),22.288001128715912,114.15201061902171,Sushi Restaurant
177,Sheung Wan,Central and Western,22.2868701,114.150267,Dim Sum Square (聚點坊),22.285156984642697,114.15118398247748,Dim Sum Restaurant
178,Sheung Wan,Central and Western,22.2868701,114.150267,Christy Café (華星冰室),22.2879551080795,114.1506630606142,Café
179,Sheung Wan,Central and Western,22.2868701,114.150267,Oddies Foodies,22.284290766502618,114.15198015051648,Ice Cream Shop
180,Sheung Wan,Central and Western,22.2868701,114.150267,Paper Stone Bakery,22.286936850339952,114.15061846352651,Bakery
181,Sheung Wan,Central and Western,22.2868701,114.150267,Shui Kee Coffee (瑞記咖啡),22.285959,114.149812,Cha Chaan Teng
182,Sheung Wan,Central and Western,22.2868701,114.150267,iclub Sheung Wan Hotel (iclub Sheung Wan Hotel 富薈上環酒店),22.28643069862402,114.1492914992251,Hotel
183,Sheung Wan,Central and Western,22.2868701,114.150267,Marks & Spencer Food,22.287795681111362,114.15299680066443,Supermarket
184,Sheung Wan,Central and Western,22.2868701,114.150267,Ho Hak Shan Dong (好客山東),22.285474150328756,114.15115840535488,Shandong Restaurant
185,Sheung Wan,Central and Western,22.2868701,114.150267,La Rotisserie,22.284760002223177,114.15108755972292,Fried Chicken Joint
186,Sheung Wan,Central and Western,22.2868701,114.150267,Yuk Kin Fast Food (郁健快餐),22.284426693190454,114.14871090263203,Hong Kong Restaurant
187,Sheung Wan,Central and Western,22.2868701,114.150267,Okra Hong Kong,22.286287633848538,114.14618534788744,Japanese Restaurant
188,Sheung Wan,Central and Western,22.2868701,114.150267,華樂冰室,22.28522399201634,114.1493679501819,Cha Chaan Teng
189,Sheung Wan,Central and Western,22.2868701,114.150267,Asia Art Archive,22.285410112601266,114.14808438488969,Art Gallery
190,Sheung Wan,Central and Western,22.2868701,114.150267,Café Life,22.284627,114.151345,Café
191,Sheung Wan,Central and Western,22.2868701,114.150267,Il Bel Paese,22.284919,114.150509,Italian Restaurant
192,Sheung Wan,Central and Western,22.2868701,114.150267,Yakiniku Great,22.284567,114.151165,Japanese Restaurant
193,Sheung Wan,Central and Western,22.2868701,114.150267,Blue - Butcher & Meat Specialist (Blue Butcher),22.283999875055162,114.15088331672337,Steakhouse
194,Sheung Wan,Central and Western,22.2868701,114.150267,The Dutch Cheese and More,22.28482023632642,114.15174626659102,Cheese Shop
195,Sheung Wan,Central and Western,22.2868701,114.150267,PMQ (元創方),22.283297722569138,114.15197106491307,Art Gallery
196,Sheung Wan,Central and Western,22.2868701,114.150267,Godenya,22.28467265865365,114.15319517201786,Japanese Restaurant
197,Sheung Wan,Central and Western,22.2868701,114.150267,Queen Street Cooked Food Market (皇后街熟食市場),22.28722789768086,114.14734562090436,Food Court
198,Sheung Wan,Central and Western,22.2868701,114.150267,NOC Coffee,22.284121370127735,114.15260548771272,Coffee Shop
199,Sheung Wan,Central and Western,22.2868701,114.150267,Cupping Room,22.284030477383876,114.14840852385224,Coffee Shop
200,Sheung Wan,Central and Western,22.2868701,114.150267,Sweetpea Cafe,22.28406807268148,114.15225652935356,Coffee Shop
201,Sheung Wan,Central and Western,22.2868701,114.150267,Central Indian Restaurant,22.285622,114.153839,Indian Restaurant
202,Sheung Wan,Central and Western,22.2868701,114.150267,Trattoria del Pescatore,22.285332788588207,114.14733290565458,Italian Restaurant
203,Sheung Wan,Central and Western,22.2868701,114.150267,Bindaas Bar & Kitchen,22.283579915981488,114.15249972744158,Indian Restaurant
204,Sheung Wan,Central and Western,22.2868701,114.150267,MANA! Café,22.28437830717966,114.14729802885682,Vegetarian / Vegan Restaurant
205,Sheung Wan,Central and Western,22.2868701,114.150267,Kau Kee Restaurant (九記牛腩),22.2842234458184,114.15250993306783,Noodle House
206,Sheung Wan,Central and Western,22.2868701,114.150267,Little Bao,22.283024,114.151621,Asian Restaurant
207,Sheung Wan,Central and Western,22.2868701,114.150267,K-Roll,22.285353814843972,114.15264556092208,Korean Restaurant
